Name,Canonical_Smiles,SMARTS
"{6A-METHYL-5A,6,6A,7,8,9,9A,9B,10,11-DECAHYDROCYCLOPENTA[7,8]PHENANTHRO[4B,5-B]OXIRENE-2,7-DIOL}",CC12C[C@H]3O[C@@]34C(CCc5cc(O)ccc45)C1CCC2O,[#6@]12(-[#6@](-[#8]1)-[#6]-[#6](-[#6])(-[#6](-[#6]-[#6]3)-[#8])-[#6]34)-[#6]4-[#6]-[#6]-[c](:[c]:[c](:[c]:[c]5)-[#8]):[c]25
{ETOMOXIR},CCOC(=O)C1(CCCCCCOc2ccc(Cl)cc2)CO1,[#6]1(-[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#8]-[c]2:[c]:[c]:[c](-[#17]):[c]:[c]2)(-[#6](=[#8])-[#8]-[#6]-[#6])-[#8]-[#6]1
{OXANAMIDE},CCCC1OC1(CC)C(=O)N,[#6]1(-[#6]-[#6])(-[#6](=[#8])-[#7])-[#8]-[#6]1-[#6]-[#6]-[#6]
{CLOMOXIR},OC(=O)C1(CCCCCc2ccc(Cl)cc2)CO1,[#6]1(-[#6](=[#8])-[#8])(-[#6]-[#6]-[#6]-[#6]-[#6]-[c]2:[c]:[c]:[c](-[#17]):[c]:[c]2)-[#8]-[#6]1
{AKOS 92843},CC(=O)C12CCC(CC1O2)(c3ccccc3)c4ccccc4,[#6]1(-[#6]-[#6]-[#6](-[#8]2)(-[#6](=[#8])-[#6])-[#6]2-[#6]1)(-[c]3:[c]:[c]:[c]:[c]:[c]3)-[c]4:[c]:[c]:[c]:[c]:[c]4
{3-GLYCIDOXYPROPYLTRIETHOXYSILANE},CCO[Si](CCCOCC1CO1)(OCC)OCC,[#14](-[#8]-[#6]-[#6])(-[#8]-[#6]-[#6])(-[#8]-[#6]-[#6])-[#6]-[#6]-[#6]-[#8]-[#6]-[#6]1-[#8]-[#6]1
"{4-[4-(OXIRAN-2-YLMETHOXY)PHENYL]-1,2,3-THIADIAZOLE}",C(Oc1ccc(cc1)c2csnn2)C3CO3,[c]1(:[c]:[c]:[c](-[#8]-[#6]-[#6]2-[#8]-[#6]2):[c]:[c]1)-[c]3:[n]:[n]:[s]:[c]3
{4-OXIRAN-2-YLBENZONITRILE},N#Cc1ccc(cc1)C2CO2,[c]1(:[c]:[c]:[c](-[#6]#[#7]):[c]:[c]1)-[#6]2-[#8]-[#6]2
{AURORA KA-6855},[I-].C[N+](C)(C)CC1CO1,[#7+](-[#6])(-[#6])(-[#6])-[#6]-[#6]1-[#8]-[#6]1
{TUTIN},CC(=C)[C@H]1[C@@H]2OC(=O)[C@H]1[C@]3(O)[C@H]4O[C@H]4[C@]5(CO5)[C@]3(C)[C@@H]2O,[#6@@]12(-[#8]-[#6]1)-[#6@@]3(-[#1])-[#6@](-[#1])(-[#8]3)-[#6@@](-[#8])(-[#6@@]4(-[#1])-[#6@](-[#6@](-[#1])(-[#8]-[#6]4=[#8])-[#6@]5-[#8])-[#6](=[#6])-[#6])-[#6@]25-[#6]
{(-)-TERREIC ACID},CC1=C(O)C(=O)[C@@H]2O[C@@H]2C1=O,[#6@@]12(-[#1])-[#6@@](-[#1])(-[#8]1)-[#6](=[#8])-[#6](=[#6](-[#6])-[#6]2=[#8])-[#8]
"{5,5-DIMETHYL-3-[2-(OXIRANYLMETHOXY)PROPYL]-1-(OXIRANYLMETHYL)IMIDAZOLIDINE-2,4-DIONE}",CC(CN1C(=O)N(CC2CO2)C(C)(C)C1=O)OCC3CO3,[#7]1(-[#6]-[#6]2-[#8]-[#6]2)-[#6](-[#6])(-[#6])-[#6](-[#7](-[#6]-[#6](-[#6])-[#8]-[#6]-[#6]3-[#8]-[#6]3)-[#6]1=[#8])=[#8]
"{8-METHYL-3-(OXIRAN-2-YLMETHYL)-1,3-DIAZASPIRO[4.5]DECANE-2,4-DIONE}",CC1CCC2(CC1)NC(=O)N(CC3CO3)C2=O,[#6]12(-[#6]-[#6]-[#6](-[#6])-[#6]-[#6]1)-[#7]-[#6](-[#7](-[#6]-[#6]3-[#8]-[#6]3)-[#6]2=[#8])=[#8]
{STILBERICOSIDE},OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@@]3(O)[C@H](O)[C@@H]4O[C@@H]4[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O,[#6@@]12(-[#1])-[#6@@](-[#8])(-[#6]=[#6]-[#8]-[#6@]1-[#8]-[#6@]3-[#6@](-[#8])-[#6@](-[#6@](-[#8])-[#6@@](-[#6]-[#8])-[#8]3)-[#8])-[#6@@](-[#6@](-[#1])(-[#8]4)-[#6@@]24-[#1])-[#8]
"{[3AS-(3AALPHA,5ABETA,6ABETA,6BALPHA)]-4-BROMO-3A,5A,6A,6B-TETRAHYDRO-2,2-DIMETHYLOXIRENO[E]-1,3-BENZODIOXOLE}",CC1(C)O[C@H]2[C@@H]3O[C@@H]3C=C(Br)[C@H]2O1,[#6]1(-[#6])(-[#6])-[#8]-[#6@@](-[#1])(-[#6@@]2(-[#1])-[#8]1)-[#6](-[#35])=[#6]-[#6@@](-[#1])(-[#8]3)-[#6@]23-[#1]
"{8-CHLORO-1,3-DIMETHYL-7-(OXIRAN-2-YLMETHYL)-3,7-DIHYDRO-1H-PURINE-2,6-DIONE}",CN1C(=O)N(C)c2nc(Cl)n(CC3CO3)c2C1=O,[c]12:[c](-[#7](-[#6])-[#6](-[#7](-[#6])-[#6]1=[#8])=[#8]):[n]:[c](-[#17]):[n]2-[#6]-[#6]3-[#8]-[#6]3
{ASPERLIN},C[C@@H]1O[C@H]1[C@H]2OC(=O)C=C[C@@H]2OC(=O)C,[#6@]1(-[#1])(-[#8]-[#6](-[#6]=[#6]-[#6@@]1-[#8]-[#6](=[#8])-[#6])=[#8])-[#6@]2(-[#1])-[#8]-[#6@@]2(-[#1])-[#6]
{ABIKOVIROMYCIN},C\C=C\1/C=CC2=NCCC3OC123,[#6]1(\-[#6](=[#6]\-[#6])\-[#6]=[#6]2)(-[#6]2=[#7]-[#6]-[#6]3)-[#6]3-[#8]1
"{5-HYDROXY-5,6-DIPHENYL-2,7-DIOXABICYCLO[4.1.0]HEPTAN-3-ONE}",OC1(CC(=O)OC2OC12c3ccccc3)c4ccccc4,[#6]12(-[c]3:[c]:[c]:[c]:[c]:[c]3)-[#6](-[#8]1)-[#8]-[#6](-[#6]-[#6]2(-[#8])-[c]4:[c]:[c]:[c]:[c]:[c]4)=[#8]
"{1-([2-(2,4-DIFLUOROPHENYL)OXIRAN-2-YL]METHYL)-1H-1,2,4-TRIAZOLE}",Fc1ccc(c(F)c1)C2(Cn3cncn3)CO2,[#6]1(-[#8]-[#6]1)(-[#6]-[n]2:[n]:[c]:[n]:[c]2)-[c]3:[c]:[c]:[c](-[#9]):[c]:[c]3-[#9]
{2-(2-FLUOROBENZYL)-3-(EPOXYMETHYL)QUINULIDINE},Fc1ccccc1CC2N3CCC(CC3)C24CO4,[#6]12(-[#8]-[#6]1)-[#6]3-[#6]-[#6]-[#7](-[#6]-[#6]3)-[#6]2-[#6]-[c]4:[c]:[c]:[c]:[c]:[c]4-[#9]
{2-[(2-FLUOROPHENYL)(EPOXY)METHYL]-3-OXO-1-AZANIABICYCLO[2.2.2]OCTANE N-OXIDE},[O-][N+]12CCC(CC1)C(=O)C23OC3c4ccccc4F,[#6]12(-[#6](=[#8])-[#6](-[#6]-[#6]-[#7+]13-[#8-])-[#6]-[#6]3)-[#8]-[#6]2-[c]4:[c]:[c]:[c]:[c]:[c]4-[#9]
{AURORA KA-1448},CCCOP(=O)(OCCC)C1CO1,[#15](=[#8])(-[#8]-[#6]-[#6]-[#6])(-[#8]-[#6]-[#6]-[#6])-[#6]1-[#8]-[#6]1
{AURORA KA-1716},CCOP1(=O)CC2OC2(C)C1,[#6]12(-[#6])-[#6](-[#8]1)-[#6]-[#15](=[#8])(-[#8]-[#6]-[#6])-[#6]2
{AURORA KA-460},CC(OC(=O)C)[C@@]12CC3C(C[C@]1(C)O2)C3(C)C,[#6@@]12(-[#6](-[#6])-[#8]-[#6](=[#8])-[#6])-[#6@](-[#8]1)(-[#6])-[#6]-[#6](-[#6]3(-[#6])-[#6])-[#6]3-[#6]2
{2-[(3-PHENYL-2-OXIRANYL)CARBONYL]-1-PYRIDINIUMOLATE},[O-][n+]1ccccc1C(=O)C2OC2c3ccccc3,[#6]1(-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#8]-[#6]1-[#6](=[#8])-[c]3:[c]:[c]:[c]:[c]:[n+]3-[#8-]
"{(S)-4-TOSYLOXY-1,2-EPOXYBUTANE}",Cc1ccc(cc1)S(=O)(=O)OCC[C@H]2CO2,[c]1(:[c]:[c]:[c](-[#6]):[c]:[c]1)-[#16](=[#8])(=[#8])-[#8]-[#6]-[#6]-[#6@@]2-[#8]-[#6]2
{2-(1-ADAMANTYL)OXIRANE},C1OC1[C@@]23C[C@@H]4C[C@@H](C[C@@H](C4)C2)C3,[#6@@]12(-[#6]-[#6@](-[#1])(-[#6]-[#6@@](-[#1])(-[#6]3)-[#6]1)-[#6]-[#6@@]3(-[#1])-[#6]2)-[#6]4-[#8]-[#6]4
{AURORA KA-2972},O=C1OCCC12OC2c3ccccc3,[#6]12(-[#6]-[#6]-[#8]-[#6]1=[#8])-[#8]-[#6]2-[c]3:[c]:[c]:[c]:[c]:[c]3
{AURORA KA-2975},CCOC(OCC)C1(Cl)OC1c2ccccc2,[#6]1(-[c]2:[c]:[c]:[c]:[c]:[c]2)-[#8]-[#6]1(-[#17])-[#6](-[#8]-[#6]-[#6])-[#8]-[#6]-[#6]
{3-TERT-BUTOXYCARBONYLAMINO-6-OXA-BICYCLO[3.1.0]HEXANE-3-CARBOXYLIC ACID},CC(C)(C)OC(=O)NC1(CC2OC2C1)C(=O)O,[#6]1(-[#6](=[#8])-[#8])(-[#7]-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6])-[#6]-[#6](-[#8]2)-[#6]2-[#6]1
"{(S,S,S)-TRIGLYCIDYL ISOCYANURATE}",C(Oc1nc(OC[C@@H]2CO2)nc(OC[C@@H]3CO3)n1)[C@@H]4CO4,[c]1(:[n]:[c](:[n]:[c](-[#8]-[#6]-[#6@]2-[#8]-[#6]2):[n]1)-[#8]-[#6]-[#6@]3-[#8]-[#6]3)-[#8]-[#6]-[#6@]4-[#8]-[#6]4
"{1-OXIRANYLMETHOXYMETHYL-4-P-TOLYL-10-OXA-4-AZA-TRICYCLO[5.2.1.0(2,6)]DEC-8-ENE-3,5-DIONE}",Cc1ccc(cc1)N2C(=O)C3C4OC(COCC5CO5)(C=C4)C3C2=O,[#6]12(-[#6]-[#8]-[#6]-[#6]3-[#8]-[#6]3)-[#8]-[#6](-[#6]=[#6]1)-[#6](-[#6](-[#7](-[c]4:[c]:[c]:[c](-[#6]):[c]:[c]4)-[#6]5=[#8])=[#8])-[#6]25
{SALOR-INT L163678-1EA},Cc1noc2CCC3OC3CCc12,[#6]12-[#6](-[#8]1)-[#6]-[#6]-[c](:[c]3-[#6]-[#6]2):[c](:[n]:[o]3)-[#6]
{FUMAGILLOL},CO[C@@H]1[C@H](O)CC[C@]2(CO2)[C@H]1[C@@]3(C)O[C@@H]3CC=C(C)C,[#6@]1(-[#1])(-[#6@](-[#8]-[#6])-[#6@@](-[#6]-[#6]-[#6@@]12-[#8]-[#6]2)-[#8])-[#6@@]3(-[#6])-[#8]-[#6@@]3-[#6]\-[#6]=[#6](/-[#6])\-[#6]
{SPECS 641/25119001},C[C@]12CCC3C(CCC4CC(=O)[C@@H]5O[C@@H]5[C@]34C)C1CCC2=O,[#6@@]12(-[#6])-[#6](-[#6]-[#6](=[#8])-[#6@](-[#8]3)-[#6@@]13)-[#6]-[#6]-[#6](-[#6]4-[#6@@](-[#6]-[#6]5)(-[#6])-[#6](-[#6]-[#6]4)=[#8])-[#6]25
{SPECS 564/25118001},NN1C(=O)C2C3C4CC4C(C5OC35)C2C1=O,[#6]12-[#6]3-[#6](-[#6](-[#7](-[#7])-[#6]3=[#8])=[#8])-[#6](-[#6](-[#8]4)-[#6]14)-[#6](-[#6]5)-[#6]25
"{5,6-EPOXY-5,6-DIHYDRO-[1,10]PHENANTHROLINE}",C1C=C=NC2=C1C3OC3c4cccnc24,[#6]12-[#6](-[#8]1)-[#6]3=[#6](-[c](:[n]:[c]:[c]:[c]4):[c]24)-[#7]=[#6]=[#6]-[#6]3
{2-DIAZO-1-(1-OXASPIRO[2.5]OCT-2-YL)ETHANONE},[N-]=[N+]=CC(=O)C1OC12CCCCC2,[#8]1-[#6]2(-[#6]1-[#6](=[#8])-[#6]=[#7+]=[#7-])-[#6]-[#6]-[#6]-[#6]-[#6]2
{SALOR-INT L299340-1EA},COC(=O)c1cc2oc3ccccc3c2n1CC4CO4,[o]1:[c](:[c]:[c](-[#6](=[#8])-[#8]-[#6]):[n]2-[#6]-[#6]3-[#6]-[#8]3):[c]2:[c](:[c]:[c]:[c]:[c]4):[c]14
{SPECS 131/42302878},[Na+].CC1(C)OC1(C(=O)[O-])c2ccccc2,[#6]1(-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#6](=[#8])-[#8-])-[#6](-[#8]1)(-[#6])-[#6]
{SPECS 131/42300876},CCC(=O)C12[C@@H]3C[C@@H](C=C3)C1C(=O)C4OC24,[#6]12(-[#6](-[#6]-[#6])=[#8])-[#6](-[#6@](-[#1])(-[#6]=[#6]3)-[#6]-[#6@@]13-[#1])-[#6](-[#6](-[#6]24)-[#8]4)=[#8]
"{7,7-DIMETHYL-1,5-DIOXASPIRO[2.4]HEPTAN-4-ONE}",CC1(C)COC(=O)C12CO2,[#6]12(-[#6](-[#6])(-[#6])-[#6]-[#8]-[#6]1=[#8])-[#6]-[#8]2
{2-([(2-METHYLPHENYL)(PHENYL)METHOXY]METHYL)OXIRANE},Cc1ccccc1C(OCC2CO2)c3ccccc3,[#8]1-[#6]-[#6]1-[#6]-[#8]-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)-[c]3:[c]:[c]:[c]:[c]:[c]3-[#6]
{AURORA KA-6114},CCC1=C(OCC2CO2)c3ccccc3NC1=O,[#6]1(-[#6]-[#6])=[#6](-[#8]-[#6]-[#6]2-[#6]-[#8]2)-[c]3:[c](:[c]:[c]:[c]:[c]3)-[#7]-[#6]1=[#8]
{2-[(THIEN-2-YLMETHOXY)METHYL]OXIRANE},C(OCc1cccs1)C2CO2,[#8]1-[#6]-[#6]1-[#6]-[#8]-[#6]-[c]2:[c]:[c]:[c]:[s]2
{2-[(4-CHLORO-2-ISOPROPYL-5-METHYLPHENOXY)METHYL]OXIRANE},CC(C)c1cc(Cl)c(C)cc1OCC2CO2,[#8]1-[#6]-[#6]1-[#6]-[#8]-[c]2:[c]:[c](-[#6]):[c](:[c]:[c]2-[#6](-[#6])-[#6])-[#17]
"{[1(S)-METHYL-2(S),3-EPOXYPROPYL]-CARBAMIC ACID TERT-BUTYL ESTER}",C[C@H](NC(=O)OC(C)(C)C)[C@H]1CO1,[#8]1-[#6]-[#6@]1(-[#1])-[#6@](-[#6])-[#7]-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6]
{IBSCREEN-BB BB_NC-0625},COC1=CC2=CC[C@@H]3C(CC[C@@]4(C)C3CC[C@@]45CO5)[C@@]2(C)CC1,[#6@@]1(-[#6])(-[#6]-[#6]2)-[#6](-[#6]-[#6]-[#6@@]13-[#6]-[#8]3)-[#6@](-[#6]24)(-[#1])-[#6]-[#6]=[#6]5-[#6@]4(-[#6])-[#6]-[#6]-[#6](=[#6]5)-[#8]-[#6]
{N-BOC-NORTROPINONE EPOXIDE},CC(C)(C)OC(=O)N1[C@@H]2CC(=O)C[C@H]1C3OC23,[#6]1(-[#6@](-[#1])(-[#6]-[#6](-[#6]2)=[#8])-[#7](-[#6@]23-[#1])-[#6](=[#8])-[#8]-[#6](-[#6])(-[#6])-[#6])-[#6]3-[#8]1
"{EPICHLOROHYDRIN-1,1-D2}",[2H]C([2H])(Cl)C1CO1,[#6]1(-[#6]-[#8]1)-[#6](-[#17])(-[2#1])-[2#1]
"{1,6:3,4-DIANHYDRO-B-D-ALTROPYRANOSE}",O[C@@H]1[C@@H]2OC[C@@H](O2)[C@H]3O[C@@H]13,[#6@]12(-[#1])-[#6@@](-[#8]1)(-[#1])-[#6@@](-[#8]-[#6@]3(-[#1])-[#6@]2-[#8])(-[#1])-[#6]-[#8]3
{GLYCIDALDEHYDE DIETHYL ACETAL},CCOC(OCC)C1CO1,[#6](-[#8]-[#6]-[#6])(-[#8]-[#6]-[#6])-[#6]1-[#8]-[#6]1
"{(3R,4R,6S)-6-CHLOROMETHYL-3,4-EPOXY-TETRAHYDROPYRAN-2-ONE}",ClC[C@@H]1C[C@H]2O[C@H]2C(=O)O1,[#6@]12(-[#1])-[#6@@](-[#8]1)(-[#1])-[#6]-[#6@@](-[#6]-[#17])-[#8]-[#6]2=[#8]
{CIS-2-BENZOYL-3-(TRIFLUOROMETHYL)OXIRANE},FC(F)(F)[C@H]1O[C@H]1C(=O)c2ccccc2,[#6@]1(-[#6](-[#9])(-[#9])-[#9])-[#8]-[#6@]1-[#6](-[c]2:[c]:[c]:[c]:[c]:[c]2)=[#8]
"{2,2-BIS(TRIFLUOROMETHYL)OXIRANE}",FC(F)(F)C1(CO1)C(F)(F)F,[#6]1(-[#6]-[#8]1)(-[#6](-[#9])(-[#9])-[#9])-[#6](-[#9])(-[#9])-[#9]
"{4-(1,3,3-TRIMETHYL-7-OXABICYCLO[4.1.0]HEPT-2-YL)-3-BUTEN-2-ONE}",CC(=O)\C=C\C1C(C)(C)CCC2OC12C,[#6]12(-[#6])-[#6](-[#8]1)-[#6]-[#6]-[#6](-[#6])(-[#6])-[#6]2\-[#6]=[#6]\-[#6](-[#6])=[#8]
"{3-(2-NAPHTHYLOXY)-1,2-EPOXYPROPYLENE}",C1O/C/1=C/Oc2ccc3ccccc3c2,[#6](=[#6]/-[#8]-[c](:[c]:[c]:[c](:[c]12):[c]:[c]:[c]:[c]1):[c]2)(/-[#6]3)\-[#8]3
"{(1S,5R,6S)-ETHYL 5-(PENTAN-3-YL-OXY)-7-OXA-BICYCLO[4.1.0]HEPT-3-ENE-3-CARBOXYLATE}",CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H]2O[C@H]2C1,[#8]1-[#6@@](-[#6@]12-[#1])(-[#1])-[#6]-[#6](=[#6]-[#6@]2-[#8]-[#6](-[#6]-[#6])-[#6]-[#6])-[#6](-[#8]-[#6]-[#6])=[#8]
{PHOMENONE},C[C@H]1[C@H](O)CCC2=CC(=O)[C@@]3(O[C@@H]3[C@]12C)C(=C)CO,[#6@@]1(-[#6](-[#6]-[#8])=[#6])(-[#6](=[#8])-[#6]=[#6](-[#6@@]23-[#6])-[#6]-[#6]-[#6@@](-[#8])-[#6@@]2-[#6])-[#6@@]3(-[#8]1)-[#1]
{RARECHEM AN KD 0585},Cl.NC(CO)Cc1cccc(OCC2CO2)c1,[c](:[c]:[c]:[c]:[c]1-[#6]-[#6](-[#7])-[#6]-[#8])(-[#8]-[#6]-[#6]2-[#8]-[#6]2):[c]1
{PHOSPHOMYCIN CALCIUM SALT MONOHYDRATE},O.[Ca+2].C[C@H]1O[C@H]1P(=O)([O-])[O-],[#15](-[#6@@]1-[#8]-[#6@@]1-[#6])(-[#8-])(-[#8-])=[#8]
{N-[4-CYANO-3-(TRIFLUOROMETHYL)PHENYL]METHACRYLAMIDE EPOXIDE},CC1(CO1)C(=O)Nc2ccc(C#N)c(c2)C(F)(F)F,[#6]1(-[#6])(-[#6]-[#8]1)-[#6](=[#8])-[#7]-[c](:[c]:[c]:[c](:[c]2-[#6](-[#9])(-[#9])-[#9])-[#6]#[#7]):[c]2
{DOEDERLEINIC ACID},O[C@H]1C=C(C[C@H]2O[C@@H]12)C(=O)O,[#8]1-[#6@](-[#6@]1(-[#1])-[#6@@](-[#8])-[#6]=[#6]2-[#6](-[#8])=[#8])(-[#1])-[#6]2
"{1,4-BIS(EPOXYPROPYL)OCTAFLUOROBUTANE}",CC1OC1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2OC2C,[#6](-[#9])(-[#9])(-[#6](-[#9])(-[#9])-[#6]1-[#6](-[#8]1)-[#6])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6]2-[#6](-[#8]2)-[#6]
"{(2,3,4,8B-TETRAHYDRO-1AH-1-OXA-BENZO[A]CYCLOPROPA[C]CYCLOHEPTEN-6-YL)-CARBAMIC ACID BENZYL ESTER}",O=C(Nc1ccc2C3OC3CCCc2c1)OCc4ccccc4,[c](:[c]:[c]1)(:[c](-[#6]2):[c]:[c]1-[#7]-[#6](=[#8])-[#8]-[#6]-[c](:[c]:[c]3):[c]:[c]:[c]3)-[#6](-[#8]4)-[#6]4-[#6]-[#6]2
{1-OXASPIRO[2.5]OCTANE-2-CARBOXYLIC ACID},OC(=O)C1OC12CCCCC2,[#8](-[#6]1(-[#6]2)-[#6]-[#6]-[#6]-[#6]2)-[#6]1-[#6](=[#8])-[#8]
{2-[(ETHYNYLOXY)METHYL]OXIRANE},C#COCC1CO1,[#6]#[#6]-[#8]-[#6]-[#6]1-[#8]-[#6]1
"{OXIRANE-(2S,3S)-DICARBOXYLIC ACID MONOMETHYL ESTER}",COC(=O)[C@H]1O[C@@H]1C(=O)O,[#6@]1(-[#6](-[#8])=[#8])-[#8]-[#6@@]1-[#6](-[#8]-[#6])=[#8]
