Name,Canonical_Smiles,SMARTS,,,,,,,,,,
"{4-sec-Butyl-2,6-di-tert-butylphenol, 96 %}",CCC(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C,[#6](-[c]1:[c]:[c](-[#6](-[#6])-[#6]-[#6]):[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]1-[#8])(-[#6])(-[#6])-[#6],,,,,,,,,,
"{2,3,5,6-Tetrafluoro-4-(pentafluorophenyl)phenol, 99 %}",Oc1c(F)c(F)c(c(F)c1F)c2c(F)c(F)c(F)c(F)c2F,[#9]-[c]1:[c](:[c](-[#9]):[c](-[#9]):[c](-[#9]):[c]1-[c]2:[c](:[c](-[#9]):[c](-[#8]):[c](-[#9]):[c]2-[#9])-[#9])-[#9],,,,,,,,,,
"{2,3,5,6-Tetrafluoro-4-(trifluoromethyl)phenol, 95 %}",Oc1c(F)c(F)c(c(F)c1F)C(F)(F)F,[#6](-[c]1:[c](:[c](-[#9]):[c](-[#8]):[c](-[#9]):[c]1-[#9])-[#9])(-[#9])(-[#9])-[#9],,,,,,,,,,
"{1-Pyrenemethanol, 98 %}",OCc1ccc2ccc3cccc4ccc1c2c34,[#6](-[c]1:[c]:[c]:[c]2:[c](:[c](:[c](:[c]:[c]:[c]3):[c]:[c]2):[c]3:[c]:[c]4):[c]14)-[#8],,,,,,,,,,
"{7,8,9,10-Tetrahydrobenzo[a]pyren-7-ol, 99 %}",OC1CCCc2c1cc3ccc4cccc5ccc2c3c45,[#8]-[#6]1-[#6]-[#6]-[#6]-[c](:[c]2:[c](:[c](:[c](:[c]:[c]:[c]3):[c]:[c]4):[c]3:[c]:[c]2):[c]4:[c]5):[c]15,,,,,,,,,,
"{4-(1-Adamantyl)phenol, 97 %}",Oc1ccc(cc1)C23CC4CC(CC(C4)C2)C3,[#8]-[c]1:[c]:[c]:[c](-[#6]23-[#6]-[#6](-[#6]-[#6](-[#6]-[#6]4-[#6]2)-[#6]3)-[#6]4):[c]:[c]1,,,,,,,,,,
"{1,1,1,3,3,4,4,4-Octafluoro-2-butanol, 99 %}",OC(C(F)(F)F)C(F)(F)C(F)(F)F,[#6](-[#9])(-[#9])(-[#6](-[#9])(-[#9])-[#9])-[#6](-[#8])-[#6](-[#9])(-[#9])-[#9],,,,,,,,,,
"{4-[4-(Trifluoromethyl)phenoxy]phenol, 98 %}",Oc1ccc(Oc2ccc(cc2)C(F)(F)F)cc1,[#8](-[c]1:[c]:[c]:[c](-[#8]):[c]:[c]1)-[c]2:[c]:[c]:[c](-[#6](-[#9])(-[#9])-[#9]):[c]:[c]2,,,,,,,,,,
"{Sinapyl alcohol, gradetech.}",COc1cc(\C=C\CO)cc(OC)c1O,[#6](-[#1])(/-[c]1:[c]:[c](-[#8]-[#6]):[c](-[#8]):[c](-[#8]-[#6]):[c]1)=[#6](-[#1])\-[#6]-[#8],,,,,,,,,,
"{4-tert-Butyl-2-nitrophenol, 97 %}",CC(C)(C)c1ccc(O)c(c1)[N+](=O)[O-],[c]1:[c](-[#8]):[c](-[#7+](=[#8])-[#8-]):[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]1,,,,,,,,,,
"{8-Chloro-1-octanol, 98 %}",OCCCCCCCCCl,[#6](-[#6]-[#6]-[#6]-[#17])-[#6]-[#6]-[#6]-[#6]-[#8],,,,,,,,,,
"{tert-Butyl hydroperoxide solution, 5.0-6.0 M in nonane}",CC(C)(C)OO,[#6](-[#6])(-[#6])(-[#6])-[#8]-[#8],,,,,,,,,,
"{(R)-(+)-alpha-Acetoxyphenylacetonitrile, 99 %}",CC(=O)OC(C#N)c1ccccc1,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[#6]#[#7])-[#8]-[#6](=[#8])-[#6],,,,,,,,,,
"{alpha-Vinylbenzyl alcohol, 97 %}",OC(C=C)c1ccccc1,[c]1:[c]:[c]:[c]:[c]:[c]1-[#6](-[#6]=[#6])-[#8],,,,,,,,,,
"{2-Fluoro-3-(trifluoromethyl)phenol, 97 %}",Oc1cccc(c1F)C(F)(F)F,[#9]-[c](:[c](-[#6](-[#9])(-[#9])-[#9]):[c]:[c]:[c]1):[c]1-[#8],,,,,,,,,,
"{(-)-Isopulegol, 99 %}",CC1CC[C@H](C(O)C1)C(=C)C,[#6](-[#6@@]1-[#6]-[#6]-[#6](-[#6])-[#6]-[#6]1-[#8])(=[#6])-[#6],,,,,,,,,,
"{2,3,4,5,6-Pentamethylbenzyl alcohol, 99 %}",Cc1c(C)c(C)c(CO)c(C)c1C,[c]1(-[#6]):[c](-[#6]):[c](-[#6]):[c](-[#6]):[c](-[#6]):[c]1-[#6]-[#8],,,,,,,,,,
"{D-Pinitol, 95 %}",CO[C@H]1[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,[#6@]1(-[#8])-[#6@](-[#8])-[#6@](-[#8])-[#6@@](-[#8])-[#6@](-[#8]-[#6])-[#6@]1-[#8],,,,,,,,,,
"{1,1,1,3,3,3-Hexafluoro-2-methyl-2-propanol, 97 %}",CC(O)(C(F)(F)F)C(F)(F)F,[#6](-[#6](-[#9])(-[#9])-[#9])(-[#6])(-[#8])-[#6](-[#9])(-[#9])-[#9],,,,,,,,,,
"{(-)-Guaiol, 97 %}",CC1CC[C@H](CC2=C1CCC2C)C(C)(C)O,[#6](-[#6])(-[#8])(-[#6])-[#6@@](-[#6]-[#6](-[#6](-[#6])-[#6]-[#6]1)=[#6]12)-[#6]-[#6]-[#6]2-[#6],,,,,,,,,,
"{(1R,2R)-trans-1,2-Cyclopentanediol, 98 %}",O[C@@H]1CCC[C@H]1O,[#8]-[#6@@]1-[#6]-[#6]-[#6]-[#6@]1-[#8],,,,,,,,,,
"{4-Benzyloxy-1-butanol, 97 %}",OCCCCOCc1ccccc1,[c]1(-[#6]-[#8]-[#6]-[#6]-[#6]-[#6]-[#8]):[c]:[c]:[c]:[c]:[c]1,,,,,,,,,,
"{cis-1,3-O-Benzylideneglycerol}",OC1COC(OC1)c2ccccc2,[c]1(-[#6]2-[#8]-[#6]-[#6@](-[#8])-[#6]-[#8]2):[c]:[c]:[c]:[c]:[c]1,,,,,,,,,,
"{1,3:2,5:4,6-Tri-O-methylene-D-mannitol, 97 %}",C1OC[C@@H]2OCO[C@@H]3COCO[C@H]3[C@@H]2O1,[#8]1-[#6]-[#8]-[#6@](-[#6@@]2-[#6]1)-[#6@]3-[#6@@](-[#6]-[#8]-[#6]-[#8]3)-[#8]-[#6]-[#8]2,,,,,,,,,,
"{D-Galactal, 95 %}",OC[C@H]1OC=C[C@@H](O)[C@H]1O,[#8]1-[#6]=[#6]-[#6@@](-[#8])-[#6@@](-[#8])-[#6@]1-[#6]-[#8],,,,,,,,,,0
"{2-Butyl-1-octanol, 95 %}",CCCCCCC(CO)CCCC,[#6]-[#6]-[#6]-[#6]-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6])-[#6]-[#8],,,,,,,,,,
"{D-(+)-chiro-Inositol, 95 %}",O[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,[#6@]1(-[#8])-[#6@](-[#8])-[#6@@](-[#8])-[#6@@](-[#8])-[#6@](-[#8])-[#6@@]1-[#8],,,,,,,,,,
"{L-4-Fluorophenylalanine hydrochloride, 97 %}",Cl.N[C@@H](Cc1ccc(F)cc1)C(=O)O,[#9]-[c](:[c]:[c]1):[c]:[c]:[c]1-[#6]-[#6@](-[#7])(-[#6](-[#8])=[#8])-[#1],,,,,,,,,,
"{(R)-(+)-1-Fluoro-2-octanol, 97 %}",CCCCCC[C@@H](O)CF,[#9]-[#6]-[#6@](-[#1])(-[#8])-[#6]-[#6]-[#6]-[#6]-[#6]-[#6],,,,,,,,,,
"{(R)-(+)-3,3-Difluoro-1,2-heptanediol, 95 %}",CCCCC(F)(F)[C@H](O)CO,[#8]-[#6]-[#6@@](-[#1])(-[#8])-[#6](-[#9])(-[#9])-[#6]-[#6]-[#6]-[#6],,,,,,,,,,
"{9H-Fluorene-9,9-dimethanol, 98 %}",OCC1(CO)c2ccccc2c3ccccc13,[c]12:[c](-[#6](-[#6]-[#8])(-[#6]-[#8])-[c](:[c]:[c]:[c]:[c]3):[c]13):[c]:[c]:[c]:[c]2,,,,,,,,,,
"{(S)-(+)-1-(2-Naphthyl)-1,2-ethanediol, 98 %}",OC[C@@H](O)c1ccc2ccccc2c1,[c]12:[c](:[c]:[c]:[c]:[c]1):[c]:[c]:[c](-[#6@@](-[#8])(-[#1])-[#6]-[#8]):[c]2,,,,,,,,,,
"{(R,R)-(-)-1-Phenylcyclohexane-cis-1,2-diol, 99 %}",O[C@@H]1CCCC[C@@]1(O)c2ccccc2,[#6]1-[#6@](-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#8])-[#6@](-[#8])-[#6]-[#6]-[#6]1,,,,,,,,,,
"{4,6-O-(4-Methoxybenzylidene)-D-glucal, 97 %}",COc1ccc(cc1)[C@@H]2OC[C@H]3OC=C[C@@H](O)[C@@H]3O2,[#6]1-[#6@@](-[#8]-[#6]=[#6]-[#6@]2-[#8])-[#6@]2-[#8]-[#6@](-[c]3:[c]:[c]:[c](-[#8]-[#6]):[c]:[c]3)-[#8]1,,,,,,,,,,
"{(1S-cis)-3-Chloro-3,5-cyclohexadiene-1,2-diol, 0.2 g/ml in 0.1M phosphate buffer solution 98 %}",O[C@H]1C=CC=C(Cl)[C@H]1O,[#17]-[#6]1=[#6]-[#6]=[#6]-[#6@](-[#8])-[#6@@]1-[#8],,,,,,,,,,
"{(1S-cis)-3-Phenyl-3,5-cyclohexadiene-1,2-diol, 0.2 g/ml in 0.1M phosphate buffer solution 98 %}",O[C@H]1C=CC=C([C@H]1O)c2ccccc2,[#6@]1(-[#8])-[#6@@](-[#8])-[#6]=[#6]-[#6]=[#6]1-[c]2:[c]:[c]:[c]:[c]:[c]2,,,,,,,,,,
"{(1R,2S)-cis-1,2-Dihydro-1,2-naphthalenediol, 0.067 g/ml in 0.1M phosphate buffer solution 98 %}",O[C@H]1C=Cc2ccccc2[C@H]1O,[c]12:[c](-[#6]=[#6]-[#6@](-[#8])-[#6@@]1-[#8]):[c]:[c]:[c]:[c]2,,,,,,,,,,
"{2-Methyl-3-hexyn-2-ol, 97 %}",CCC#CC(C)(C)O,[#6]-[#6]-[#6]#[#6]-[#6](-[#6])(-[#6])-[#8],,,,,,,,,,
"{[1,1'-Bicyclopentyl]-1,1'-diol, 97 %}",OC1(CCCC1)C2(O)CCCC2,[#6]1-[#6]-[#6]-[#6](-[#8])(-[#6]2(-[#8])-[#6]-[#6]-[#6]-[#6]2)-[#6]1,,,,,,,,,,
"{Allyl alpha-D-galactopyranoside, 97 %}",OC[C@H]1O[C@H](OCC=C)[C@H](O)[C@@H](O)[C@H]1O,[#8]1-[#6@](-[#8]-[#6]-[#6]=[#6])-[#6@](-[#8])-[#6@@](-[#8])-[#6@@](-[#8])-[#6@]1-[#6]-[#8],,,,,,,,,,
"{2-Ethynylbenzyl alcohol, 97%}",OCc1ccccc1C#C,[c]1:[c]:[c](-[#6]-[#8]):[c](-[#6]#[#6]):[c]:[c]1,,,,,,,,,,
"{3,4,5-Triethoxybenzyl alcohol, 96 %}",CCOc1cc(CO)cc(OCC)c1OCC,[c]1(-[#8]-[#6]-[#6]):[c](-[#8]-[#6]-[#6]):[c](-[#8]-[#6]-[#6]):[c]:[c](-[#6]-[#8]):[c]1,,,,,,,,,,
"{(-)-Epicatechin green tea, 90 %}",O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,[c]12:[c](:[c](-[#8]):[c]:[c](-[#8]):[c]1)-[#6]-[#6@@](-[#8])-[#6@@](-[c]3:[c]:[c](-[#8]):[c](-[#8]):[c]:[c]3)-[#8]2,,,,,,,,,,
{4-(Chloromethyl)benzyl alcohol},OCc1ccc(CCl)cc1,[c]1:[c](-[#6]-[#8]):[c]:[c]:[c](-[#6]-[#17]):[c]1,,,,,,,,,,
"{3-Iodo-4-methylbenzyl alcohol, 97 %}",Cc1ccc(CO)cc1I,[c]1:[c](-[#6]-[#8]):[c]:[c](-[#53]):[c](-[#6]):[c]1,,,,,,,,,,
"{4-Methoxy-1,3-benzenedimethanol, 97 %}",COc1ccc(CO)cc1CO,[c]1:[c](-[#6]-[#8]):[c]:[c](-[#6]-[#8]):[c](-[#8]-[#6]):[c]1,,,,,,,,,,
"{4bS-trans-8,8-Trimethyl-4b,5,6,7,8,8a,9,10-octahydro-1-isopropyl-phenanthren-2-ol, 98 %}",CC(C)c1c(C)ccc2c1CC[C@H]3C(C)(C)CCC[C@]23C,[#6]1-[#6]-[#6@](-[#6])(-[c](:[c]:[c]:[c](-[#6]):[c]2-[#6](-[#6])-[#6]):[c]2-[#6]-[#6]3)-[#6@]3(-[#1])-[#6@@](-[#6])(-[#6])-[#6]1,,,,,,,,,,
"{trans-Nerolidol, 90 %}",CC(=CCC\C(=C\CCC(C)(O)C=C)\C)C,[#6](\-[#6]=[#6](/-[#6])\-[#6])-[#6]\-[#6](\-[#6])=[#6](-[#1])\-[#6]-[#6]-[#6](-[#6])(-[#8])-[#6]=[#6],,,,,,,,,,
"{3,3,4,4,5,5,6,6,6-Nonafluoro-1-hexanol, 97 %}",OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[#9]-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6](-[#9])(-[#9])-[#6]-[#6]-[#8],,,,,,,,,,
"{4-(2-Methoxyethyl)phenol, 97 %}",COCCc1ccc(O)cc1,[c]1(-[#8]):[c]:[c]:[c](-[#6]-[#6]-[#8]-[#6]):[c]:[c]1,,,,,,,,,,
{(S)-(-)-1-Chloro-3-(4-Fluorophenoxy)-2-propanol},O[C@H](CCl)COc1ccc(F)cc1,[c]1(-[#9]):[c]:[c]:[c](-[#8]-[#6]-[#6@](-[#1])(-[#8])-[#6]-[#17]):[c]:[c]1,,,,,,,,,,
"{2-Fluoro-6-(trifluoromethyl)benzyl alcohol, 99 %}",OCc1c(F)cccc1C(F)(F)F,[c]1(-[#6](-[#9])(-[#9])-[#9]):[c](-[#6]-[#8]):[c](-[#9]):[c]:[c]:[c]1,,,,,,,,,,
"{(S)-(+)-3-Chloro-1,2-propanediol, 97 %}",OC[C@H](O)CCl,[#6](-[#17])-[#6@](-[#8])(-[#1])-[#6]-[#8],,,,,,,,,,
"{(R)-(+)-5,5',6,6',7,7',8,8'-Octahydro(1,1'binaphthalene)-2,2'-diol, 98 %}",Oc1ccc2CCCCc2c1c3c(O)ccc4CCCCc34,[#6]1-[#6]-[c](:[c]:[c]:[c](-[#8]):[c]2-[c]3:[c](-[#8]):[c]:[c]:[c](-[#6]-[#6]-[#6]-[#6]4):[c]34):[c]2-[#6]-[#6]1,,,,,,,,,,
{5-Chloro-2-methylphenol},Cc1ccc(Cl)cc1O,[c]1:[c](-[#8]):[c](-[#6]):[c]:[c]:[c]1-[#17],,,,,,,,,,
"{7-Acetyl-5,8-dihydroxy-4-isopropyl-1-methyl-bicyclo[4,3,0]nonane}",CC(C)[C@H]1CC[C@]2(C)C[C@H](O)[C@H](C[C@]12O)C(=O)C,[#6@@]12(-[#6])-[#6@@](-[#8])(-[#6@@](-[#6](-[#6])-[#6])-[#6]-[#6]1)-[#6]-[#6@](-[#6](=[#8])-[#6])-[#6@@](-[#8])-[#6]2,,,,,,,,,,
"{2,7-Di-tert-butylfluorenylmethanol, 98 %}",CC(C)(C)c1ccc2c(c1)C(CO)c3cc(ccc23)C(C)(C)C,[c]12:[c](:[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]:[c]1)-[#6](-[#6]-[#8])-[c]3:[c]2:[c]:[c]:[c](-[#6](-[#6])(-[#6])-[#6]):[c]3,,,,,,,,,,
"{1,1-Bis(hydroxymethylcyclopropane)}",OCC1(CO)CC1,[#6]1(-[#6]-[#8])(-[#6]-[#8])-[#6]-[#6]1,,,,,,,,,,
"{4,5-Dichlorocatechol}",Oc1cc(Cl)c(Cl)cc1O,[c]1(-[#17]):[c]:[c](-[#8]):[c](-[#8]):[c]:[c]1-[#17],,,,,,,,,,
{2-Chloro-9-(3-(dimethylamino)propyl)-thioxanthen-9ol},CN(C)CCCC1(O)c2ccccc2Sc3ccc(Cl)cc13,[c]12:[c](:[c]:[c]:[c](-[#17]):[c]1)-[#16]-[c]3:[c](:[c]:[c]:[c]:[c]3)-[#6]2(-[#6]-[#6]-[#6]-[#7](-[#6])-[#6])-[#8],,,,,,,,,,
{1-(2-Chlorophenyl)-3-buten-1-ol},OC(CC=C)c1ccccc1Cl,[c]1:[c]:[c](-[#6](-[#8])-[#6]-[#6]=[#6]):[c](-[#17]):[c]:[c]1,,,,,,,,,,
{1-(4-Methylphenyl)-1-propanol},CCC(O)c1ccc(C)cc1,[c]1:[c]:[c](-[#6](-[#8])-[#6]-[#6]):[c]:[c]:[c]1-[#6],,,,,,,,,,
"{1-(2,3,4,5,6-Pentafluorophenyl)-1-propanol, 97 %}",CCC(O)c1c(F)c(F)c(F)c(F)c1F,[c]1(-[#9]):[c](-[#9]):[c](-[#6](-[#8])-[#6]-[#6]):[c](-[#9]):[c](-[#9]):[c]1-[#9],,,,,,,,,,
"{2,4,6-Tribromo-3-methylphenol}",Cc1c(Br)cc(Br)c(O)c1Br,[c]1(-[#35]):[c](-[#8]):[c](-[#35]):[c](-[#6]):[c](-[#35]):[c]1,,,,,,,,,,
"{1,1,1-Trifluoro-2-phenyl-3-buten-2-ol, 95 %}",OC(C=C)(c1ccccc1)C(F)(F)F,[c]1:[c]:[c]:[c](-[#6](-[#8])(-[#6](-[#9])(-[#9])-[#9])-[#6]=[#6]):[c]:[c]1,,,,,,,,,,
"{1,1,1-Trichloro-2,2-bis(4-hydroxyphenyl)ethane, 97 %}",Oc1ccc(cc1)C(c2ccc(O)cc2)C(Cl)(Cl)Cl,[c]1(-[#8]):[c]:[c]:[c](-[#6](-[#6](-[#17])(-[#17])-[#17])-[c]2:[c]:[c]:[c](-[#8]):[c]:[c]2):[c]:[c]1,,,,,,,,,,
"{3-(4-Methoxyphenoxy)propanol, 98 %}",COc1ccc(OCCCO)cc1,[c]1:[c](-[#8]-[#6]-[#6]-[#6]-[#8]):[c]:[c]:[c](-[#8]-[#6]):[c]1,,,,,,,,,,
"{3-Chloro-2-nitrobenzyl alcohol, 97%}",OCc1cccc(Cl)c1[N+](=O)[O-],[c]1:[c](-[#6]-[#8]):[c](-[#7+](-[#8-])=[#8]):[c](-[#17]):[c]:[c]1,,,,,,,,,,
"{5-Thio-D-glucose, 96 % predominantly alpha-anomer}",OCC(S)C(O)C(O)C(O)C=O,[#6](-[#8])(-[#6](-[#8])-[#6]=[#8])-[#6](-[#8])-[#6](-[#16])-[#6]-[#8],,,,,,,,,,
"{2-Allyl-6-methylphenol, 98 %}",Cc1cccc(CC=C)c1O,[#6](-[c]1:[c]:[c]:[c]:[c](-[#6]):[c]1-[#8])-[#6]=[#6],,,,,,,,,,
"{1-Acenaphthenol, 99 %}",OC1Cc2cccc3cccc1c23,[#8]-[#6]1-[#6]-[c]2:[c](:[c](:[c]:[c]:[c]2):[c]:[c]:[c]3):[c]13,,,,,,,,,,
"{4-Bromo-3,5-dimethylphenol, 99 %}",Cc1cc(O)cc(C)c1Br,[#35]-[c]1:[c](:[c]:[c](-[#8]):[c]:[c]1-[#6])-[#6],,,,,,,,,,
"{trans-2-Bromo-1-indanol, 99 %}",O[C@@H]1C(Br)Cc2ccccc12,[#8]-[#6@@]1-[#6](-[#6]-[c](:[c]:[c]:[c]:[c]2):[c]12)-[#35],,,,,,,,,,
"{1-Bromo-2-naphthol, 97 %}",Oc1ccc2ccccc2c1Br,[#35]-[c]1:[c](:[c]:[c]:[c](:[c]:[c]:[c]:[c]2):[c]12)-[#8],,,,,,,,,,
"{2-Cyclohexen-1-ol, 95 %}",OC1CCCC=C1,[#8]-[#6]1-[#6]=[#6]-[#6]-[#6]-[#6]1,,,,,,,,,,
"{Cyclopropyldiphenylmethanol, 97 %}",OC(C1CC1)(c2ccccc2)c3ccccc3,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c]:[c]:[c]2)(-[#6]3-[#6]-[#6]3)-[#8],,,,,,,,,,
"{2-Chlorocyclohexanol, gradetech. 90 %}",OC1CCCCC1Cl,[#17]-[#6]1-[#6]-[#6]-[#6]-[#6]-[#6]1-[#8],,,,,,,,,,
"{4-Cumylphenol, 99 %}",CC(C)(c1ccccc1)c2ccc(O)cc2,[#6](-[c]1:[c]:[c]:[c]:[c]:[c]1)(-[c]2:[c]:[c]:[c](-[#8]):[c]:[c]2)(-[#6])-[#6],,,,,,,,,,
"{2,3-Dihydroxynaphthalene, 98 %}",Oc1cc2ccccc2cc1O,[#8]-[c]1:[c](:[c]:[c](:[c]:[c]:[c]:[c]2):[c]2:[c]1)-[#8],,,,,,,,,,
"{3,5-Diisopropylcatechol, gradetech. 90 %}",CC(C)c1cc(O)c(O)c(c1)C(C)C,[#6](-[c]1:[c](:[c](-[#8]):[c]:[c](-[#6](-[#6])-[#6]):[c]1)-[#8])(-[#6])-[#6],,,,,,,,,,
"{1,2:3,4-Di-O-isopropylidene-alpha-D-galactopyranose, 97 %}",CC1(C)OC2OC(CO)C3OC(C)(C)OC3C2O1,[#6](-[#6]1-[#8]-[#6]2-[#6](-[#8]-[#6](-[#6])(-[#6])-[#8]2)-[#6](-[#8]-[#6](-[#6])(-[#6])-[#8]3)-[#6]13)-[#8],,,,,,,,,,
"{2,2-Dimethyl-3-pentanol, 97 %}",CCC(O)C(C)(C)C,[#6](-[#8])(-[#6]-[#6])-[#6](-[#6])(-[#6])-[#6],,,,,,,,,,
"{Decahydro-2-naphthol, 98 %}",OC1CCC2CCCCC2C1,[#8]-[#6]1-[#6]-[#6]-[#6](-[#6]-[#6]-[#6]-[#6]2)-[#6]2-[#6]1,,,,,,,,,,
{Dibenzosuberenol},OC1c2ccccc2C=Cc3ccccc13,[#8]-[#6]1-[c]2:[c](:[c]:[c]:[c]:[c]2)-[#6]=[#6]-[c](:[c]:[c]:[c]:[c]3):[c]13,,,,,,,,,,
"{2,3-Dibromo-1-propanol, 98 %}",OCC(Br)CBr,[#6](-[#35])(-[#6]-[#8])-[#6]-[#35],,,,,,,,,,
"{1,2:5,6-Di-O-isopropylidene-alpha-D-glucofuranose, 98 %}",CC1(C)OCC(O1)C2OC3OC(C)(C)OC3C2O,[#8]-[#6]1-[#6](-[#6]2-[#8]-[#6](-[#6])(-[#6])-[#8]-[#6]2)-[#8]-[#6](-[#8]-[#6](-[#6])(-[#6])-[#8]3)-[#6]13,,,,,,,,,,
"{2-Ethyl-1,3-hexanediol, 97 %}",CCCC(O)C(CC)CO,[#6](-[#6]-[#8])(-[#6]-[#6])-[#6](-[#8])-[#6]-[#6]-[#6],,,,,,,,,,
"{4,6-O-Ethylidene-alpha-D-glucose}",CC1OCC2OC(O)C(O)C(O)C2O1,[#8]-[#6]1-[#6](-[#6](-[#8])-[#8]-[#6](-[#6]-[#8]-[#6](-[#6])-[#8]2)-[#6]12)-[#8],,,,,,,,,,
"{Eugenol, 99 %}",COc1cc(CC=C)ccc1O,[#8](-[c]1:[c](:[c]:[c]:[c](-[#6]-[#6]=[#6]):[c]1)-[#8])-[#6],,,,,,,,,,
"{3-Hydroxybenzyl alcohol, 99 %}",OCc1cccc(O)c1,[#6](-[c]1:[c]:[c]:[c]:[c](-[#8]):[c]1)-[#8],,,,,,,,,,
"{2-Hydroxymethyl-1,4-benzodioxan, 97 %}",OCC1COc2ccccc2O1,[#6](-[#6]1-[#6]-[#8]-[c](:[c]:[c]:[c]:[c]2):[c]2-[#8]1)-[#8],,,,,,,,,,
"{5-Norbornen-2-ol,mixture of endo and exo, 99 %}",OC1CC2CC1C=C2,[#8]-[#6]1-[#6]-[#6](-[#6]=[#6]2)-[#6]-[#6]12,,,,,,,,,,
"{(+/-)-2-Pentanol, 98 %}",CCCC(C)O,[#6](-[#6]-[#6])-[#6](-[#8])-[#6],,,,,,,,,,
"{2,2,2-Trifluoroethanol, 99+ %}",OCC(F)(F)F,[#6](-[#9])(-[#9])(-[#9])-[#6]-[#8],,,,,,,,,,
"{2,3,5-Trimethylphenol, 99 %}",Cc1cc(C)c(C)c(O)c1,[#6]-[c]1:[c](:[c]:[c](-[#6]):[c]:[c]1-[#6])-[#8],,,,,,,,,,
